,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
36996,EqYzraHIU39JsmxWBWhUig,"""Abbott's Florist""",,"""1119 W Windsor Rd""",Champaign,IL,61821,40.0835382,-88.2229848,3.5,3,1,Flowers & Gifts;Florists;Shopping
37017,RGTJA3fCkTp1rSbLAAR8RA,"""First United Methodist Child Care Center""",,"""210 W Church St""",Champaign,IL,61820,40.1186235,-88.2464541,5.0,3,1,Elementary Schools;Local Services;Preschools;Child Care & Day Care;Education
37126,UUsS7SrTQQ2AvvpslfrvFA,"""Legends""",,"""522 E Green St""",Champaign,IL,61820,40.1105579,-88.2311675,3.5,75,1,Nightlife;Bars;Restaurants;Sandwiches
37329,fMDXumNXjNkZSHNvShh-ew,"""Baymont Inn and Suites Elk Grove Village""",,"""2881 Touhy Ave""",Elk Grove Villa,IL,60007,42.007302,-87.937842,4.0,9,0,Hotels;Hotels & Travel;Airports;Event Planning & Services
37331,u4OSv_jxRvBj2_WH6CNHbQ,"""iFixed""",,"""""",Champaign,IL,61801,40.1063059633,-88.2301471037,5.0,3,1,IT Services & Computer Repair;Mobile Phone Repair;Local Services;Electronics Repair
37345,2hIM1gWm5TV2oYwP7MX-VA,"""Pinky's Piercings's & Fine Body Jewelry""",,"""2520 Village Green Pl""",Champaign,IL,61822,40.0810999,-88.2961058,5.0,4,0,Piercing;Beauty & Spas;Jewelry;Shopping
37526,tCCBl_sHPQsJg37g2fjRpA,"""McDonald's""",,"""2909 W Kirby Ave""",Champaign,IL,61821,40.0978775,-88.2938531,1.5,11,1,Restaurants;Fast Food;Burgers
37845,RWd83o4drIOE60W1meaESA,"""Mirabelle Fine Pastries""",,"""124 W Main St""",Urbana,IL,61801,40.1124479,-88.2084132,4.0,100,1,Desserts;Bakeries;Food
37932,6OpLHgun6qHmrX1JmHL4zQ,"""Monical's Pizza""",,"""320 E Champaign St""",Rantoul,IL,61866,40.3081995,-88.155194,3.0,11,1,Italian;Restaurants;Pizza
37962,hvPPw19VdGRsOEkxgyD7tg,"""Thara Thai""",,"""912 1/2 W Bloomington Rd""",Champaign,IL,61821,40.1351145,-88.2654468,4.0,172,1,Salad;Noodles;Restaurants;Thai
38156,nRNnF9ESOgDn4JW0fVeKzw,"""Kurt Lenschow - State Farm Insurance Agent""",,"""2309 Village Green Pl, Ste C""",Champaign,IL,61822,40.0841964,-88.2968385,5.0,3,1,Auto Insurance;Financial Services;Banks & Credit Unions;Home & Rental Insurance;Insurance
38248,QFCapao7Q8GnjI7nGI-UmQ,"""Planned Parenthood - Champaign Health Center""",,"""302 E Stoughton St, Ste 2""",Champaign,IL,61820,40.113728,-88.23517,3.5,12,1,Obstetricians & Gynecologists;Health & Medical;Laboratory Testing;Fertility;Diagnostic Services;Medical Centers;Doctors
38349,PUe3Oz-VAPMXbu_zQ51dYQ,"""Guadalajara Bar & Grill""",,"""912 W Bloomington Rd""",Champaign,IL,61821,40.133775,-88.259933,3.5,14,0,Restaurants;Mexican
38462,1QG4JRQhm1pZQSPu7Axcog,"""Tatman's Towing""",,"""810 E Perkins Rd""",Urbana,IL,61802,40.127842,-88.197519,4.0,8,1,Home Services;Towing;Keys & Locksmiths;Automotive;Auto Repair
38465,Q9apdosOkT4rnX3YRurbmA,"""Country Arbors Nursery""",,"""1742 County Rd 1400 N""",Urbana,IL,61820,40.085933,-88.13655,4.5,6,1,Nurseries & Gardening;Shopping;Home & Garden
38667,doEpdTg3l55-IWemTlG3tg,"""Jimmy John's""",,"""1811 W Kirby Ave""",Champaign,IL,61821,40.0974664,-88.2769858,3.0,17,1,Restaurants;Sandwiches;Delis;Food;Food Delivery Services
38669,ltqvLrYq9QjeQjQ1NlqLcA,"""Ming Garden""",,"""1804 Sangamon Dr""",Champaign,IL,61821,40.1025734113,-88.277292841,3.5,13,1,Restaurants;Chinese
38862,7ATGF_w2-cmacDY0NC8vKw,"""Jordan Christopher, DDS MSD, PC""",,"""2920 Crossing Ct""",Champaign,IL,61822,40.084968,-88.294736,3.5,3,1,Dentists;Orthodontists;Health & Medical
39020,-6paCvPyvBOWinpmRYyypw,"""Bill Abbott Chevrolet Buick""",,"""500 W Center St""",Monticello,IL,61856,40.0285947772,-88.5764198752,3.5,3,1,Body Shops;Automotive;Auto Repair;Car Dealers;Tires
39113,1L4YorxS7v3BCB3NcM_diQ,"""Andrae's Harley-Davidson""",,"""2010 N Lincoln Ave""",Urbana,IL,61801,40.1318741,-88.2185822,3.5,3,1,Motorcycle Dealers;Automotive
39175,N-IwlZQimaUrxYF_jGUCOg,"""Anderson Dental""",,"""2535 Galen Dr""",Champaign,IL,61821,40.0816961,-88.2633957,4.5,13,1,Orthodontists;Health & Medical;Dentists;General Dentistry;Oral Surgeons;Cosmetic Dentists
39358,XIFPoEPkvGlTSlm9JRA_Ag,"""Slice Factory""",,"""625 E Green St""",Champaign,IL,61820,40.1101096,-88.2293787,2.0,11,1,Salad;Restaurants;Chicken Wings;Burgers;Pizza
39441,eJRjKphPYmdttj7LKpCk1Q,"""Allerton Park & Retreat Center""",,"""515 Old Timber Rd""",Monticello,IL,61856,40.0051055,-88.6449587,4.5,32,1,Parks;Hotels & Travel;Active Life;Venues & Event Spaces;Hotels;Event Planning & Services
39480,NLIU2uxkEgFxzUf5sBs_aw,"""Urbana Boulders""",,"""1502 N Cunnungham Ave""",Urbana,IL,61802,40.1259149221,-88.1994501874,4.5,14,1,Climbing;Active Life;Local Flavor;Unofficial Yelp Events
39684,1bgcPZXnzAZvrc6HcBfc7A,"""Average Joe Auto Repair""",,"""1001 W Bradley Ave""",Champaign,IL,61821,40.126935,-88.26053,5.0,14,1,Snow Removal;Auto Parts & Supplies;Local Services;Auto Repair;Oil Change Stations;Automotive
39774,8JadBN3TgJ0vP7iqhe2iug,"""Gene's Barber Shop""",,"""229 S Mattis Ave""",Champaign,IL,61821,40.1149693541,-88.279515736,4.5,3,1,Barbers;Beauty & Spas
39778,AkA481VkTOec7EteMbCFGw,"""Tatman's Carcare Collision Centers""",,"""802 E Perkins Rd""",Urbana,IL,61802,40.127449,-88.196571,3.5,5,1,Auto Repair;Body Shops;Automotive
39785,-5dd-RjojGVK9hjAMCXVZw,"""La Fiesta Mexican Restaurant""",,"""1717 Philo Rd""",Urbana,IL,61802,40.096510146,-88.1920049885,3.0,13,0,Mexican;Restaurants
39873,ejdBoVvEdn5fdycuJRen8Q,"""First Wok""",,"""1805 Philo Rd""",Urbana,IL,61802,40.0962948,-88.1920978,4.0,32,1,Restaurants;Chinese
39971,cjdX2cwSmp47ia47V3YySg,"""Layalina Mediterranean Grill""",,"""40 E Springfield Ave""",Champaign,IL,61820,40.112846,-88.240661,4.0,11,0,Restaurants;Mediterranean
39972,Qm-aVVqYbI44KYCTcw5Lew,"""Speed Lube 10 Minute Oil Change Shops""",,"""307 E University Ave""",Champaign,IL,61820,40.1159854,-88.2347335,4.5,15,1,Automotive;Oil Change Stations
40052,WNaPTdGUMiBZpA5MFMZ4-A,"""Mahomet Family Restaurant""",,"""1002 Commercial Dr""",Mahomet,IL,61853,40.1953569,-88.4258636,3.5,19,1,American (Traditional);Restaurants;Diners;Breakfast & Brunch
40075,rmHPZk6jT7NlfJU457oHwg,"""Espresso Royale Caffe""",,"""1401 W Green St""",Urbana,IL,61801,40.109243,-88.227253,3.0,9,1,Food;Coffee & Tea
40127,B_dwXxYZvEL032j9kUHz9w,"""Dentistry by Design""",,"""1905 Convenience Pl""",Champaign,IL,61820,40.1390293,-88.2431953,1.0,3,1,General Dentistry;Dentists;Health & Medical
40154,haDgDTREZ_mVBAmhRYqxSA,"""Billy Bob's""",,"""105 E Broadway St""",Ogden,IL,61859,40.1130241,-87.9549274,3.0,3,1,American (Traditional);Restaurants
40240,DarFGECwWTwQoProBTUuxw,"""Gire Roofing""",,"""5401 N Market St""",Champaign,IL,61822,40.1562924,-88.2392906,5.0,3,1,Roofing;Home Services;Contractors;Building Supplies;Gutter Services
40459,izd105KSPs3n5ijj1cICEQ,"""Gander Mountain - Champaign""",,"""2006 North Prospect Ave""",Champaign,IL,61822,40.140236,-88.255441,1.5,6,1,Guns & Ammo;Sporting Goods;Outdoor Gear;Shopping
40460,L57D-jGExAu6HwjByT8BOQ,"""Uncle Jack's Family Restaurant""",,"""2501 Village Green Pl""",Champaign,IL,61822,40.082367,-88.296204,3.5,9,0,Restaurants;Breakfast & Brunch;American (New)
40485,ecOBYL1FoVAt4fGzpxYkdQ,"""Urbana Champaign Independent Media Center""",,"""202 S Broadway Ave""",Urbana,IL,61801,40.1114134,-88.2068363,4.0,3,1,Local Flavor
40711,sDfN5qJlmvrwTfwEPBsxSg,"""Dairy Queen""",,"""1103 Klein Ave""",Rantoul,IL,61866,40.3112973,-88.1429091,2.5,3,1,Restaurants;Ice Cream & Frozen Yogurt;Food;Fast Food
40722,r0LC6H87QKBj2TZgyeFrkw,"""Car-X Tire & Auto""",,"""601 E University Ave""",Champaign,IL,61820,40.1160151,-88.2301691,4.0,11,1,Auto Repair;Automotive;Tires;Oil Change Stations
40880,WNP3nHRboeu6DEnMcnDkRg,"""Shaw's Premier Painting""",,"""1003 S Barker Rd""",Champaign,IL,61822,40.1059,-88.3513,4.0,7,1,Painters;Home Services;Real Estate;Contractors
41131,Lx7e54TaIPtxW5aZ6Ze38A,"""El Toro""",,"""1668 E Grove Ave""",Rantoul,IL,61866,40.3117922,-88.1254802,2.5,11,1,Mexican;Restaurants
41240,z1oAb6PNln0MN2FjOykPmg,"""All Things Kids""",,"""2710 North Mattis Ave, Ste A""",Champaign,IL,61822,40.1473237,-88.2766146,3.0,7,1,Children's Clothing;Fashion;Shopping;Baby Gear & Furniture
41315,lwPCzhceDx4nHlxu2JYRfA,"""Prairieland Feeds""",,"""303 S Dunlap Ave""",Savoy,IL,61874,40.0517991,-88.2523705,4.5,18,1,Pet Stores;Pets
41345,yRKrMWQxQaMeR18s5ajcYw,"""Arby's""",,"""1913 W Springfield Ave""",Champaign,IL,61821,40.1124149,-88.2794573,2.5,4,1,Restaurants;Sandwiches;Fast Food
41361,Q7-hLbFxUNVrCZx07py2ig,"""Eden's Rain Salon""",,"""501 N Neil St""",Champaign,IL,61820,40.1202006,-88.2435455,5.0,15,1,Beauty & Spas;Eyelash Service;Hair Salons;Hair Stylists;Massage;Health & Medical;Massage Therapy
41566,6FbN5wBF3BbBfv3OJQ-fDw,"""Country Inn & Suites""",,"""602 W Marketview Dr""",Champaign,IL,61822,40.137921,-88.2529421,3.0,17,1,Hotels;Hotels & Travel;Event Planning & Services
41693,g8Lr8GXREGLKRp_Ckgks_w,"""Carrie's""",,"""204 N Neil St""",Champaign,IL,61820,40.1175503,-88.243507,3.0,11,0,Antiques;Shopping
42230,VRKJpWhQeUE_38jnKrgsrA,"""ROKs Tacos - Korean BBQ Tacos""",,"""""",Champaign,IL,,40.1164204,-88.2433829,3.0,8,0,Food Trucks;Korean;Food;Restaurants
42243,uJIIgBmcIn-Ye-anrqK0DQ,"""Dunkin' Donuts""",,"""1302 N Prospect Ave""",Champaign,IL,61820,40.1286711,-88.2573994,2.5,11,1,Donuts;Food;Coffee & Tea
42649,tQaIWc9qeiB1IU163LKlAw,"""Panda Express""",,"""627 S Wright St""",Champaign,IL,61820,40.1105984,-88.2290979,3.0,17,1,Chinese;Fast Food;Restaurants
42733,IFlSq9YWXHZyLnuh0EffKQ,"""Main Street Belly Deli""",,"""118 S Main St""",Homer,IL,61849,40.0356044068,-87.9583024912,4.5,9,1,Delis;Breweries;Restaurants;Coffee & Tea;Food;American (Traditional)
42740,8TYYgL3bFEZVd1QuJMdl8w,"""Mark of Cain Tattoo's""",,"""602 E Green St, Ste 2""",Champaign,IL,61820,40.1107889,-88.230157,5.0,3,1,Beauty & Spas;Piercing;Tattoo
42798,0dRFng9hongv16QE976OTQ,"""McKinley Apartments""",,"""1862 Valley Rd""",Champaign,IL,61820,40.0948209,-88.248657,2.5,3,1,Real Estate;Apartments;Home Services
42873,Lou0gX3Q_PAWV6n6vsrt1w,"""Montessori School of Champaign-Urbana""",,"""1403 Regency Dr E""",Savoy,IL,61874,40.072367,-88.254023,5.0,5,1,Elementary Schools;Preschools;Education;Montessori Schools;Local Services;Child Care & Day Care;Middle Schools & High Schools
42888,rqmCvYLvEfcOJAZ9bNgh6Q,"""Sparkle PRO Window Cleaning""",,"""2310 Sumac Dr""",Champaign,IL,61821,40.085733,-88.283834,5.0,8,1,Window Washing;Home Services
43222,KDhBBJdfDVh0X4TuzNymmw,"""Dick's Sporting Goods""",,"""Pine Tree Plz, 2113 N Prospect Ave""",Champaign,IL,61822,40.1416711663,-88.2604357966,2.5,3,0,Fashion;Sports Wear;Shopping;Outdoor Gear;Sporting Goods
43255,iXhNbqH2oh2MBpXGeqwEVA,"""Campus Property Management""",,"""303 E Green St""",Champaign,IL,61820,40.110008,-88.2348756,1.0,20,1,Home Services;Apartments;Real Estate
43288,_JerBc7MgOit4xrZvuYIvA,"""BMW of Champaign""",,"""100 Burwash Ave""",Savoy,IL,61874,40.074725,-88.249264,2.5,29,1,Automotive;Auto Repair;Car Dealers
43312,GEpIV65f4afQHlL-yxC3wA,"""Black Rock Pizza""",,"""300 S Broadway Ave""",Urbana,IL,61801,40.110634,-88.207179,4.0,5,0,Restaurants;Pizza
43431,-fiUXzkxRfbHY9TKWwuptw,"""DESTIHL Restaurant & Brew Works""",,"""301 N Neil St""",Champaign,IL,61820,40.1189773,-88.2442721,4.0,490,1,Gluten-Free;Food;Breweries;American (New);Restaurants;Breakfast & Brunch
43458,OW_PProvzKUwQBBODXNUMw,"""Sweet Dreams Mattress""",,"""1808 Round Barn Rd""",Champaign,IL,61821,40.1115366,-88.277709,2.0,4,0,Home & Garden;Shopping;Mattresses
43589,xa94yJ8PKp1yy_3c69obPA,"""Bell Sports""",,"""909 Pacesetter Dr""",Rantoul,IL,61866,40.2964487,-88.150936,3.5,3,1,Shopping;Bikes;Sporting Goods
43715,DhmrZSIOShDDtFUeUcDIjw,"""Charlie's Grub & Suds""",,"""106 West 1st St""",Homer,IL,61849,40.036441,-87.958901,4.5,5,1,Restaurants;Italian;Barbeque;American (Traditional);Asian Fusion
43723,-8SG5t1yznyU0fy6_CWNDA,"""Juno Hair""",,"""616 E Green St, Ste C""",Champaign,IL,61820,40.1106295,-88.2296313,3.0,15,1,Beauty & Spas;Hair Salons
43850,C3d4HqDjWq9e_0cPfmPykg,"""Moe's Southwest Grill""",,"""2041 S Neil St""",Champaign,IL,61820,40.0902821733,-88.246343316,3.5,21,1,Restaurants;Fast Food;Southern;Mexican;Tex-Mex;Diners
43941,m8qGdllgcUSqZmcryQWM9A,"""McDonald's""",,"""4910 N Market St""",Champaign,IL,61822,40.1778113,-88.2403766,1.5,3,1,Fast Food;Burgers;Restaurants
43978,3HPFI6f_96vbANRrWa_kew,"""Animal Hospital At The Crossing""",,"""3001 Village Office Pl""",Champaign,IL,61822,40.0809186,-88.2963131,4.5,9,1,Pet Boarding;Pet Groomers;Pet Sitting;Pet Stores;Pet Services;Pets;Veterinarians
44041,OIhwgAsg_JvPSZuST7WP5w,"""Dave & Harry Locksmiths""",,"""116 E University Ave""",Champaign,IL,61820,40.1166149,-88.2379884,4.5,5,1,Keys & Locksmiths;Home Services;Security Systems;Professional Services;Building Supplies
44092,y1ouTVkTZttdEdYcvF_koQ,"""Sportland Motor Sports""",,"""1602 N Lincoln Ave""",Urbana,IL,61801,40.1276688,-88.2191804,3.5,3,1,Automotive;Auto Parts & Supplies;Motorcycle Dealers;Boat Dealers;Motorcycle Repair
44133,kRE70uST2CmGZDfL3WfGhw,"""Kim's Alterations""",,"""1720 W Bradley Ave""",Champaign,IL,61821,40.127792,-88.276013,4.0,9,1,Local Services;Sewing & Alterations
44219,C0QcNkV_svV2aUH-fI2MLw,"""Keri Powell Therapy""",,"""701 Devonshire Dr, Ste B1""",Champaign,IL,61820,40.0885993,-88.2548138,3.5,3,1,Religious Organizations;Churches;Pet Services;Health & Medical;Cannabis Clinics;Counseling & Mental Health;Pets;Pet Training
44308,dKncjeWnvdqYiNC8l26fog,"""Jimmy John's""",,"""43 E Green St""",Champaign,IL,61820,40.1097893,-88.2408101,3.0,17,1,Food Delivery Services;Restaurants;Food;Sandwiches;Delis
44355,7B-suS0RHxqxZBBfVfiPLA,"""Olive Garden Italian Restaurant""",,"""30 E Anthony Dr""",Champaign,IL,61820,40.135722,-88.241153,3.0,58,1,Wine Bars;Nightlife;Bars;Italian;Restaurants;Salad
44583,EOHjpO4XFAhhSgJUECEJ5Q,"""The Pointe at U of I""",,"""1601 E Florida Ave""",Urbana,IL,61802,40.097854,-88.1891402,2.0,8,1,Home Services;University Housing;Real Estate;Apartments
44669,Zc3hqSZHkuELzpyRmv6nrQ,"""Iron Post""",,"""120 S Race St""",Urbana,IL,61801,40.1117245259,-88.2088422693,3.5,18,1,Nightlife;Bars
44749,ngDI7XtTpP-E-Ttom3Gq1w,"""Advance Auto Parts""",,"""110 N Vine St""",Urbana,IL,61802,40.1132025278,-88.2042986155,3.5,3,1,Auto Parts & Supplies;Automotive
44836,bMEev3B405vXG2SJthbcBw,"""America's Best Inns and Suites""",,"""409 W Universiy Ave""",Urbana,IL,61801,40.1160195,-88.2122981,1.5,9,1,Event Planning & Services;Hotels;Hotels & Travel
45101,vAUDxhbsWZKI8NJlsYwCMA,"""Flat Top Grill""",,"""607 S 6th St""",Champaign,IL,61820,40.1114257,-88.2304288,3.0,86,0,Vegetarian;Do-It-Yourself Food;Gluten-Free;Vegan;Restaurants;Asian Fusion;Food
45153,SjFAUjXTbLZQKk6bgk36kA,"""Clean Houses C U""",,"""""",Champaign,IL,61820,40.1166102,-88.2412504,5.0,3,0,Home Services;Home Cleaning
45154,jKxES7iLV63H_PfyGVGIDw,"""Lai Lai Wok""",,"""402 E Green St, Ste A""",Champaign,IL,61820,40.1104755,-88.2333105,4.0,101,1,Restaurants;Chinese
45258,LriGUTo9z5exTYHmFkXf9A,"""Massage Envy - Savoy Plaza""",,"""1213 Savoy Plaza Ln""",Savoy,IL,61874,40.069431,-88.251942,3.5,7,1,Massage Therapy;Beauty & Spas;Skin Care;Massage;Day Spas;Health & Medical
45371,FZFGv8vlqkZiejzUtSn76g,"""Star火BBQ""",,"""1209 Savoy Plaza Ln""",Savoy,IL,61874,40.069644659,-88.2517614046,4.0,7,1,Barbeque;Restaurants;Hot Pot;Korean
45488,EmezZdxbvjydG5FkN6Mecw,"""Fiesta Ranchero""",,"""1805 S Neil St""",Champaign,IL,61820,40.0940675,-88.2457853,2.0,4,0,Restaurants;Mexican
45489,CrIWqmuO2uQWwl3z11K_BA,"""Pizzeria Antica""",,"""10 E Chester St""",Champaign,IL,61820,40.116869,-88.242964,4.0,101,1,Restaurants;Italian;Pizza;Salad
45585,x4eptNxzj43ihrk0nZB_OA,"""Montana Mike's""",,"""1601 N Cunningham Ave""",Urbana,IL,61802,40.128228,-88.199861,3.0,12,0,Steakhouses;Restaurants
45626,GCKwJY2KNoNdGHx9Hzr9Wg,"""Arrow Taxicab Service""",,"""""",Urbana,IL,61801,40.1059233,-88.2120315,4.5,4,1,Local Services;Hotels & Travel;Airports;Train Stations;Transportation;Couriers & Delivery Services;Airport Shuttles;Taxis
45633,QWY6JqB49pgPJIKIw2TJqg,"""Amishland Red Barn Buffet""",,"""1304 Tuscola Blvd""",Tuscola,IL,61953,39.7862354,-88.268223,2.5,17,0,Buffets;Restaurants
45975,w2xwgqHM7dJlHfyu4ouhBg,"""Azzip Pizza""",,"""505 E Green St""",Champaign,IL,61820,40.1099251,-88.2314617,4.5,50,0,Restaurants;Salad;Pizza;Italian
46003,D542kcQQ8T_Js9kqHjasiQ,"""Coach Factory Store""",,"""1011 E Southline Rd""",Tuscola,IL,61953,39.7916114,-88.272153,2.5,3,1,Shopping;Fashion;Leather Goods
46086,YEpB1mdJUIaK_evI5RTNHw,"""Klein Gretchen""",,"""1105 S New St""",Champaign,IL,61820,40.10409,-88.254926,5.0,3,1,Health & Medical;Beauty & Spas;Massage Therapy;Counseling & Mental Health;Massage
46107,SaPl5jGj3nnh_cf17gkhAg,"""Clean Boss""",,"""""",Champaign,IL,61820,40.1166102,-88.2412504,4.5,7,1,Local Services;Home Services;Home Cleaning;Carpet Cleaning;Movers
46136,_zCwyuW5XrRKw8oK8EM49A,"""Burrito King""",,"""404 E Green St""",Champaign,IL,61820,40.1104696,-88.2331177,3.5,23,0,Mexican;Restaurants
46306,o-xFcSeSycAfqplklC222Q,"""One World Pizza""",,""", 508 E Green St""",Champaign,IL,61820,40.110827,-88.231612,3.5,13,0,Pizza;Restaurants
46385,5SgsdScsBV46bPebHQmZ3w,"""Finest Home Inspection""",,"""711 S Elm Blvd""",Champaign,IL,61820,40.107981,-88.25058,5.0,3,1,Home Inspectors;Home Services
46446,VHsNB3pdGVcRgs6C3jt6Zg,"""Dublin O'Neil's""",,"""301 N Neil St""",Champaign,IL,61820,40.1190386,-88.2438816,3.5,121,1,Irish;Restaurants
46456,dF4daEV0EeGmC1iU3EjVcQ,"""McDonald's""",,"""499 N Oakwood St""",Oakwood,IL,61858,40.1197135,-87.7782921,1.5,5,1,Restaurants;Fast Food;Burgers
46511,jeTfL2kCyBtmFGSrSQHqVw,"""Bacaro""",,"""113 N Walnut St""",Champaign,IL,61820,40.1169069806,-88.2426019246,4.0,150,1,Nightlife;Bars;Restaurants;Italian;Lounges;American (New)
46570,KCDMeqIMVVPcxk1mB8ZA_A,"""Element on Main""",,"""502 W Main St""",Urbana,IL,61801,40.1140872,-88.2131523,1.0,3,1,Real Estate;Home Services;Apartments
46635,A_eABcl0LTts73RNo2Np2Q,"""Krannert Center for the Performing Arts""",,"""500 S Goodwin Ave""",Urbana,IL,61801,40.108013,-88.222747,5.0,27,1,Restaurants;Music Venues;Arts & Entertainment;Health & Medical;Venues & Event Spaces;Ticket Sales;Wedding Planning;Nightlife;Counseling & Mental Health;Performing Arts;Event Planning & Services
46676,Pj8n8jDPRdXi7RdOABJkWA,"""Amano's Pizza""",,"""1407 S Neil St""",Champaign,IL,61820,40.0995658,-88.2443819,4.5,10,0,Food;Pizza;Specialty Food;Restaurants
46680,jWwJF9iEs6evF2lhlih16w,"""BackBeats""",,"""120 E Sangamon Ave""",Rantoul,IL,61866,40.310248,-88.157954,4.5,4,0,Books;Mags;Music & Video;Shopping;Vinyl Records
46798,CKqHfvcqx73-Uz0xGMHL6Q,"""Wingin Out""",,"""301 E Green St""",Champaign,IL,61820,40.1099627,-88.2351409,3.0,33,1,Fast Food;Chicken Wings;Restaurants;American (New)
46799,ewDdEJfnmGue19wrrwJwTw,"""Underground Printing""",,"""502 E John St, Ste 102""",Champaign,IL,61820,40.1092381,-88.2315641,5.0,7,1,Printing Services;Screen Printing;Local Services;Screen Printing/T-Shirt Printing
46834,ovApUucCKSb9k0lTP2JieQ,"""Huaraches Moroleon""",,"""805 Philo Rd""",Urbana,IL,61801,40.1058258,-88.1951387,4.5,159,1,Restaurants;Mexican
46953,ladygnq1uvjC60Wuw3ocWQ,"""Walmart""",,"""100 S High Cross Rd""",Urbana,IL,61802,40.1117357,-88.159347,1.5,3,0,Grocery;Drugstores;Fashion;Department Stores;Shopping;Food;Mobile Phones;Discount Store
46998,WU7HnTim3UgqdtpKCavtOw,"""Los Zarapes""",,"""840 Eastwood Dr, Ste 12""",Mahomet,IL,61853,40.196776,-88.396111,4.5,11,1,Restaurants;Mexican
47005,MaKJcuAQluPQsyJ7GxmWhQ,"""Steeple Coffee House""",,"""102 E Lafayette St""",Monticello,IL,61856,40.024055,-88.5721067,4.5,9,1,Coffee & Tea;Restaurants;Food;Cafes
47052,d8_rOOEQ83U-ennjzo-8ww,"""Wyldewood Cellars""",,"""218 E Lincoln St""",St Joseph,IL,61873,40.1115097467,-88.041590051,4.5,5,1,Food;Wineries;Arts & Entertainment
47077,oNRBwIyojAF-3uLIqQLc_w,"""Campustown Rentals""",,"""309 E Green, Ste 103""",Champaign,IL,61820,40.110187,-88.233819,1.0,8,1,Real Estate;Home Services;University Housing;Property Management;Apartments
47122,-5NXoZeGBdx3Bdk70tuyCw,"""Po' Boys Restaurant""",,"""202 E University Ave, Ste C""",Urbana,IL,61801,40.1176953,-88.2058742,4.0,56,1,Pizza;Restaurants;Barbeque
47175,e9shtyZ7-9GYcbPIVV--XQ,"""Escobar's Restaurant""",,"""6 E Columbia Ave""",Champaign,IL,61820,40.1212439,-88.2428344,4.0,147,0,Latin American;Mexican;American (New);Restaurants
47217,L4WXLHf2p_qoLgiPwzTSgA,"""Hardee's""",,"""326 S Century Blvd""",Rantoul,IL,61866,40.3069842,-88.1562185,1.5,9,1,Restaurants
47222,Icj9QzQxqvzOmPm_liAq1Q,"""Hilton Garden Inn""",,"""1501 S Neil St""",Champaign,IL,61820,40.0991265,-88.2462073,3.5,34,1,Hotels;Active Life;Recreation Centers;Restaurants;Hotels & Travel;American (New);Venues & Event Spaces;Party & Event Planning;Event Planning & Services;Caterers
47255,4LZPqYJWbfwscbl6uJntDA,"""Annapurna Stores""",,"""505 S Neil St, Ste 11""",Champaign,IL,61820,40.1112188295,-88.2449677439,4.0,6,1,Grocery;Food
47375,HRY1KRII0NXbQQumf9vaKg,"""Christie Clinic on University""",,"""101 W University Ave""",Champaign,IL,61820,40.1155244,-88.2438479,2.0,15,1,Doctors;Medical Centers;Health & Medical
47613,1qxpl7TaER9i1dxpnLyl2g,"""Taffies Cafe""",,"""608 E Main St""",Mahomet,IL,61853,40.19449,-88.400274,3.5,12,0,American (New);Food;Coffee & Tea;Burgers;Breakfast & Brunch;American (Traditional);Restaurants
47622,UmZdQID7QJoyg2R92mK3HA,"""Siam Terrace""",,"""212 W Main St""",Urbana,IL,61801,40.112708,-88.209446,4.0,167,1,Restaurants;Thai;Sushi Bars
47623,rOPj68rUjK9tv84ShWaetg,"""BBQ Premium Chicken""",,"""700 S Gregory St, Ste F""",Urbana,IL,61801,40.1065086,-88.2212475,2.5,27,1,American (Traditional);Korean;Restaurants
47698,bQ8ndy52Rcdv3uYvoJWQ_w,"""Seaboat""",,"""403 W Kirby Ave""",Champaign,IL,61820,40.0977581,-88.2487949,3.5,47,0,Soul Food;Southern;Restaurants
47701,adMqhdXZmlZxUBjyyJEyiA,"""Property Management People""",,"""1153 County Rd 1500 E""",Champaign,IL,61822,40.0981616,-88.2639552,4.0,4,1,Property Management;Home Services;Real Estate
47792,FgckrAuRyoNWZiAuSvajiQ,"""Jon's Pipe Shop""",,"""44 E University Ave""",Champaign,IL,61820,40.1165366,-88.241484,4.0,12,1,Shopping;Tobacco Shops
47801,wDXaIt70oTpaWtlf6Xc79Q,"""Champaign Cycle""",,"""506 S Country Fair Dr""",Champaign,IL,61821,40.1119904,-88.2823378,4.0,16,1,Sporting Goods;Bikes;Active Life;Mountain Biking;Shopping
47846,vyCTd76g2aGqWvY1229ofw,"""CVS""",,"""107 W Green St""",Champaign,IL,61820,40.1095557,-88.2442923,2.5,7,1,Shopping;Drugstores
47939,w5Y_FiGPSlPemJVxAZZToQ,"""Basil Thai Urbana""",,"""701 S Gregory St""",Urbana,IL,61803,40.1065482,-88.2217353,3.0,92,1,Restaurants;Thai
47945,_ZRBWnsYHLBqs10N2i9Fnw,"""Sport Clips Haircuts of Champaign - Old Farm Shops""",,"""1733 W Kirby Ave, Ste B-11""",Champaign,IL,61821,40.097317,-88.2750893,4.0,14,1,Hair Salons;Beauty & Spas;Hair Stylists;Men's Hair Salons;Barbers
47978,Z7lIfcYVn1Ia5exVoSiNIw,"""No Regrets Tattoos & Body Piercing""",,"""117 W Church St""",Champaign,IL,61820,40.117989,-88.244428,4.5,31,1,Beauty & Spas;Piercing;Tattoo
